page,name_en,gi,line
121,"1809 Pontiac potato, peeled and baked Australia 1998",93,"1809 Pontiac potato, peeled and baked Australia 1998 93±11 19 Normal, 10 50 414 Bread, 2h Standard Capillary,"
121,"thickness of 0.5 cm, boiled for 8 -9 min Australia 2012",94,"thickness of 0.5 cm, boiled for 8 -9 min Australia 2012 94±8 19 Normal, 10 25 189 Glucose, 2h Standard Capillary,"
121,"thickness of 0.5 cm, boiled for 8 -9 min Australia 2011",53,"thickness of 0.5 cm, boiled for 8 -9 min Australia 2011 53±7 11 Normal, 10 25 238 Glucose, 2h Standard Capillary,"
121,boiled for 8 min Australia 2016,57,"boiled for 8 min Australia 2016 57±5 11 Normal, 10 25 277.8 Glucose, 2h Standard Capillary,"
121,"1813 Charlotte potato, peeled, quartered, boiled 15 min UK 2005",66,"1813 Charlotte potato, peeled, quartered, boiled 15 min UK 2005 66±5 13 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
121,for 8 min Australia 2009,68,"for 8 min Australia 2009 68±6 14 Normal, 11 50 359.7 Glucose, 2h Standard Capillary,"
121,"1815 Desiree potato, peeled, boiled 35 min Australia 1998",101,"1815 Desiree potato, peeled, boiled 35 min Australia 1998 101±15 20 Normal, 10 50 446 Bread, 2h Standard Capillary,"
121,"thickness of 0.5 cm, boiled for 8 -9 min Australia 2011",74,"thickness of 0.5 cm, boiled for 8 -9 min Australia 2011 74±8 15 Normal, 10 25 197 Glucose, 2h Standard Capillary,"
121,"thickness of 0.5 cm, boiled for 8 -9 min Australia 2016",79,"thickness of 0.5 cm, boiled for 8 -9 min Australia 2016 79±6 16 Normal, 10 25 196.9 Glucose, 2h Standard Capillary,"
122,"1818 Estima potato, peeled, quartered, boiled 15 min UK 2005",66,"1818 Estima potato, peeled, quartered, boiled 15 min UK 2005 66±5 13 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
122,unsalted water UK 2005,75,"unsalted water UK 2005 75±10 15 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
122,"thickness of 0.5 cm, boiled for 8 -9 min Australia 2012",103,"thickness of 0.5 cm, boiled for 8 -9 min Australia 2012 103±8 21 Normal, 10 25 189 Glucose, 2h Standard Capillary,"
122,water UK 2005,56,"water UK 2005 56±3 11 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
122,unsalted water UK 2005,85,"unsalted water UK 2005 85±4 17 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
122,"1823 Nicola potato, peeled, quartered, boiled 15 min UK 2005",59,"1823 Nicola potato, peeled, quartered, boiled 15 min UK 2005 59±7 12 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
122,"1824 Nicola potato, unpeeled, boiled whole for 15 min Australia 2006",58,"1824 Nicola potato, unpeeled, boiled whole for 15 min Australia 2006 58±3 12 Normal, 10 50 471.7 Glucose, 2h Standard Capillary,"
122,"thickness of 0.5 cm, boiled for 8 -9 min Australia 2012",69,"thickness of 0.5 cm, boiled for 8 -9 min Australia 2012 69±5 14 Normal, 10 25 195 Glucose, 2h Standard Capillary,"
122,"1826 Pontiac potato, peeled, boiled 35 min Australia 1998",88,"1826 Pontiac potato, peeled, boiled 35 min Australia 1998 88±9 18 Normal, 10 50 414 Bread, 2h Standard Capillary,"
122,"at a thickness of 0.5 cm, boiled for 8-9 min Australia 2012",82,"at a thickness of 0.5 cm, boiled for 8-9 min Australia 2012 82±3 16 Normal, 10 25 154 Glucose, 2h Standard Capillary,"
122,"1828 Sebago potato, peeled, boiled for 35 min Australia 1998",87,"1828 Sebago potato, peeled, boiled for 35 min Australia 1998 87±7 17 Normal, 10 50 454 Bread, 2h Standard Capillary,"
122,"a thickness of 0.5 cm, boiled for 8-9 min Australia 2012",93,"a thickness of 0.5 cm, boiled for 8-9 min Australia 2012 93±10 19 Normal, 10 25 255 Glucose, 2h Standard Capillary,"
122,Canada 2009,60,"Canada 2009 60±5 12 Normal, 9 50 345 Bread, 2h Standard Capillary,"
122,Canada 2009,75,"Canada 2009 75±5 15 Normal, 10 50 345 Bread, 2h Standard Capillary,"
122,2010,82,"2010 82±7 16 Normal, 9 50 345 Bread, 2h Standard Capillary,"
122,2010,38,"2010 38±6 8 Normal, 10 50 360 Bread, 2h Standard Capillary,"
123,Canada 2009,79,"Canada 2009 79±9 16 Normal, 10 50 321 Bread, 2h Standard Capillary,"
123,"Brunswick), boiled 15 min, reheated in microwave 2 -3 min Canada 2009",79,"Brunswick), boiled 15 min, reheated in microwave 2 -3 min Canada 2009 79±4 16 Normal, 10 50 321 Bread, 2h Standard Capillary,"
123,2010,73,"2010 73±6 15 Normal, 10 50 321 Bread, 2h Standard Capillary,"
123,Canada 2009,72,"Canada 2009 72±8 14 Normal, 10 50 394 Bread, 2h Standard Capillary,"
123,"Brunswick), boiled 15 min, reheated in microwave 2 -3 min Canada 2009",58,"Brunswick), boiled 15 min, reheated in microwave 2 -3 min Canada 2009 58±5 12 Normal, 10 50 394 Bread, 2h Standard Capillary,"
123,Boiled potato (mean),73,"Boiled potato, mean of 29 studies 73"
123,min Jamaica 2005,59,"min Jamaica 2005 59±4 12 Normal, 10 50 231.0 Glucose, 2h Standard Capillary,"
123,"refrigerated, reheated for 1 min Canada 2003",71,"refrigerated, reheated for 1 min Canada 2003 71±8 14 Normal, 10 50 151 Bread, 2h Standard Capillary,"
123,"1841 New potato, unpeeled and boiled 20 min Australia 1998",78,"1841 New potato, unpeeled and boiled 20 min Australia 1998 78±12 Normal, 10 50 358 Bread, 2h Standard Capillary,"
123,"1842 Potato, NS, boiled China 2005",66,"1842 Potato, NS, boiled China 2005 66±1 13 Normal, 10 50 NS Glucose, 2h Standard Venous, NS NS 12"
123,"1843 Red potatoes, boiled with skin on in salted water for 12 min Canada 2005",89,"1843 Red potatoes, boiled with skin on in salted water for 12 min Canada 2005 89±7 18 Normal, 12 50 352 Bread, 2h Standard Capillary,"
123,"Cubes, McCains, Wendouree, VIC, Australia) Australia 2010",70,"Cubes, McCains, Wendouree, VIC, Australia) Australia 2010 70±4 14 Normal, 10 50 285.7 Glucose, 2h Standard Capillary,"
123,Canada 2009,55,"Canada 2009 55±7 11 Normal, 10 50 345 Bread, 2h Standard Capillary,"
123,2010,48,"2010 48±6 10 Normal, 10 50 345 Bread, 2h Standard Capillary,"
123,Canada 2009,55,"Canada 2009 55±7 11 Normal, 9 50 360 Bread, 2h Standard Capillary,"
124,2010,41,"2010 41±5 8 Normal, 10 50 360 Bread, 2h Standard Capillary,"
124,Canada 2009,40,"Canada 2009 40±5 8 Normal, 10 50 321 Bread, 2h Standard Capillary,"
124,2010,49,"2010 49±7 10 Normal, 10 50 321 Bread, 2h Standard Capillary,"
124,Canada 2009,44,"Canada 2009 44±7 9 Normal, 10 50 394 Bread, 2h Standard Capillary,"
124,"overnight in refrigerator, consumed cold Canada 2005",56,"overnight in refrigerator, consumed cold Canada 2005 56±5 11 Normal, 12 50 352 Bread, 2h Standard Capillary,"
124,"Taters™, Edgell's™ brand, Cheltenham, Australia) Australia 1998",65,"Taters™, Edgell's™ brand, Cheltenham, Australia) Australia 1998 65±9 13 Normal, 10 50 416 Bread, 2h Standard Capillary,"
124,"Co, Pittsburgh, PA, USA) USA 2005",64,"Co, Pittsburgh, PA, USA) USA 2005 64±6 13 Normal, 12 50 233 Bread, 2h Standard Capillary,"
124,"Superfries, McCains, Wendouree, VIC, Australia) Australia 2010",65,"Superfries, McCains, Wendouree, VIC, Australia) Australia 2010 65±4 13 Normal, 10 50 208.3 Glucose, 2h Standard Capillary,"
124,"1856 Instant mashed potato (Idahoan Foods, Lewisville, ID, USA) USA 2005",88,"1856 Instant mashed potato (Idahoan Foods, Lewisville, ID, USA) USA 2005 88±8 18 Normal, 12 50 67.3 Bread, 2h Standard Capillary,"
124,prepared with water USA 2001,92,"prepared with water USA 2001 92±4 18 Normal, 47 50 NS Glucose, 2h Standard Capillary, NS YSI or"
124,prepared with water USA 2001,69,"prepared with water USA 2001 69±9 14 Normal, 21 50 NS Glucose, 2h Standard Venous, NS YSI or"
124,"1859 Instant mashed potato (Idahoan Foods, Lewisville, ID, U SA) USA 1998",97,"1859 Instant mashed potato (Idahoan Foods, Lewisville, ID, U SA) USA 1998 97±6 19 Normal, 10 50 67.3 Glucose, 2h Standard Capillary,"
124,"1860 Potato mash (Homestyle, continental, Unilever, Austr alasia)13 New Zealand ",72,"1860 Potato mash (Homestyle, continental, Unilever, Austr alasia)13 New Zealand 2011* 72±6 14 Normal, 30 50 Glucose, 2h Standard Capillary,"
125,"1861 Mashed potato, NS China 2005",73,"1861 Mashed potato, NS China 2005 73±3 15 Normal, 10 50 NS Glucose, 2h Standard Venous, NS NS 12"
125,"1862 Mashed potato, Aviko B.V. UK 2009",76,"1862 Mashed potato, Aviko B.V. UK 2009 76±7 15 Normal, 15 25 NS Glucose, 2h Standard Capillary,"
125,"1863 Mashed potato, NS UK 2009",76,"1863 Mashed potato, NS UK 2009 76±7 15 Normal, 15 25 NS Glucose, 2h Standard Capillary,"
125,Norway 2019*,81,"Norway 2019* 81±4 16 Normal, 13 50 325.2 Glucose, 2h Standard Capillary,"
125,"1865 Pontiac potato, peeled, cubed, boiled 15 min, mashed Australia 1998",91,"1865 Pontiac potato, peeled, cubed, boiled 15 min, mashed Australia 1998 91±9 18 Normal, 10 50 414 Bread, 2h Standard Capillary,"
125,"1866 Estima potato, cooked in microwave 6 min then baked 10 min UK 2005",93,"1866 Estima potato, cooked in microwave 6 min then baked 10 min UK 2005 93±8 19 Normal, 10 50 290.7 Glucose, 2h Standard Capillary,"
125,min Australia 1998,79,"min Australia 1998 79±9 16 Normal, 10 50 414 Bread, 2h Standard Capillary,"
125,18 min Canada 2005,73,"18 min Canada 2005 73±5 15 Normal, 12 50 298 Bread, 2h Standard Capillary,"
125,USA 2005,77,"USA 2005 77±9 15 Normal, 12 50 376 Bread, 2h Standard Capillary,"
125,"1870 California white potatoes, cubed, roasted in soybean oil USA 2005",72,"1870 California white potatoes, cubed, roasted in soybean oil USA 2005 72±8 14 Normal, 12 50 376 Bread, 2h Standard Capillary,"
125,oil Jamaica 2005,70,"oil Jamaica 2005 70±6 14 Normal, 10 50 249.6 Glucose, 2h Standard Capillary,"
125,"230oC for 17 min, Birds Eye™ Australia 2012",56,"230oC for 17 min, Birds Eye™ Australia 2012 56±6 11 Normal, 10 50 280.9 Glucose, 2h Standard Capillary,"
125,"1873 Potato, NS, steamed China 2005",62,"1873 Potato, NS, steamed China 2005 62±2 12 Normal, 10 50 NS Glucose, 2h Standard Venous, NS NS 12"
125,on at 175oC for 45 min Jamaica 2008,83,"on at 175oC for 45 min Jamaica 2008 83±6 17 Normal, 10 50 173 Glucose, 2h Standard Capillary,"
125,with skin on at 175oC for 45 min Jamaica 2008,83,"with skin on at 175oC for 45 min Jamaica 2008 83±3 17 Normal, 10 50 162 Glucose, 2h Standard Capillary,"
126,skin on at 175oC for 45 min Jamaica 2008,93,"skin on at 175oC for 45 min Jamaica 2008 93±5 19 Normal, 10 50 182 Glucose, 2h Standard Capillary,"
126,with skin on at 175oC for 45 min Jamaica 2008,87,"with skin on at 175oC for 45 min Jamaica 2008 87±4 17 Normal, 10 50 186 Glucose, 2h Standard Capillary,"
126,skin on at 175oC for 45 min Jamaica 2008,82,"skin on at 175oC for 45 min Jamaica 2008 82±3 16 Normal, 10 50 162 Glucose, 2h Standard Capillary,"
126,skin on at 175oC for 45 min Jamaica 2008,87,"skin on at 175oC for 45 min Jamaica 2008 87±4 17 Normal, 10 50 172 Glucose, 2h Standard Capillary,"
126,skin on at 175oC for 45 min Jamaica 2008,91,"skin on at 175oC for 45 min Jamaica 2008 91±3 18 Normal, 10 50 157 Glucose, 2h Standard Capillary,"
126,baked with skin on at 175oC for 45 min Jamaica 2008,94,"baked with skin on at 175oC for 45 min Jamaica 2008 94±3 19 Normal, 10 50 183 Glucose, 2h Standard Capillary,"
126,skin on at 175oC for 45 min Jamaica 2008,85,"skin on at 175oC for 45 min Jamaica 2008 85±2 17 Normal, 10 50 173 Glucose, 2h Standard Capillary,"
126,with skin on at 175oC for 45 min Jamaica 2008,86,"with skin on at 175oC for 45 min Jamaica 2008 86±2 17 Normal, 10 50 171 Glucose, 2h Standard Capillary,"
126,"1884 Sweet potato (Ipomoea batatas), NS, peeled, baked 45 min Jamaica 2005",94,"1884 Sweet potato (Ipomoea batatas), NS, peeled, baked 45 min Jamaica 2005 94±8 19 Normal, 10 50 167.8 Glucose, 2h Standard Capillary,"
126,Roasted sweet potato (mean),88,"Roasted sweet potato, mean of 11 studies 88"
126,"25 mm slices, boiled in water for 20 min Jamaica 2008",47,"25 mm slices, boiled in water for 20 min Jamaica 2008 47±3 9 Normal, 10 50 235 Glucose, 2h Standard Capillary,"
126,"cut into 25 mm slices, boiled in water for 20 min Jamaica 2008",46,"cut into 25 mm slices, boiled in water for 20 min Jamaica 2008 46±5 9 Normal, 10 50 218 Glucose, 2h Standard Capillary,"
126,"into 25 mm slices, boiled in water for 20 min Jamaica 2008",49,"into 25 mm slices, boiled in water for 20 min Jamaica 2008 49±5 10 Normal, 10 50 272 Glucose, 2h Standard Capillary,"
126,"peeled, cut into 25 mm slices, boiled in water for 20 min Jamaica 2008",46,"peeled, cut into 25 mm slices, boiled in water for 20 min Jamaica 2008 46±4 9 Normal, 10 50 244 Glucose, 2h Standard Capillary,"
126,"into 25 mm slices, boiled in water for 20 min Jamaica 2008",41,"into 25 mm slices, boiled in water for 20 min Jamaica 2008 41±5 8 Normal, 10 50 232 Glucose, 2h Standard Capillary,"
126,"into 25 mm slices, boiled in water for 20 min Jamaica 2008",45,"into 25 mm slices, boiled in water for 20 min Jamaica 2008 45±3 9 Normal, 10 50 252 Glucose, 2h Standard Capillary,"
126,"into 25 mm slices, boiled in water for 20 min Jamaica 2008",49,"into 25 mm slices, boiled in water for 20 min Jamaica 2008 49±4 10 Normal, 10 50 233 Glucose, 2h Standard Capillary,"
126,"peeled, cut into 25 mm slices, boiled in water for 20 min Jamaica 2008",49,"peeled, cut into 25 mm slices, boiled in water for 20 min Jamaica 2008 49±4 10 Normal, 10 50 252 Glucose, 2h Standard Capillary,"
127,"into 25 mm slices, boiled in water for 20 min Jamaica 2008",43,"into 25 mm slices, boiled in water for 20 min Jamaica 2008 43±4 9 Normal, 10 50 263 Glucose, 2h Standard Capillary,"
127,"peeled, cut into 25 mm slices, boiled in water for 20 min Jamaica 2008",50,"peeled, cut into 25 mm slices, boiled in water for 20 min Jamaica 2008 50±3 10 Normal, 10 50 346 Glucose, 2h Standard Capillary,"
127,30 min Jamaica 2005,46,"30 min Jamaica 2005 46±5 9 Normal, 10 50 234.6 Glucose, 2h Standard Capillary,"
127,boiled for 8 min Australia 2006,61,"boiled for 8 min Australia 2006 61±6 12 Normal, 10 50 427.4 Glucose, 2h Standard Capillary,"
127,boiled for 8 min Australia 2006,75,"boiled for 8 min Australia 2006 75±5 15 Normal, 9 50 255.1 Glucose, 2h Standard Capillary,"
127,Boiled sweet potato (mean),46,"Boiled sweet potato, mean of 13 studies 46"
127,NS13 New Zealand 2011*,84,"NS13 New Zealand 2011* 84±6 17 Normal, 30 50 NS Glucose, 2h Standard Capillary,"
127,"1899 Sweet potato, kumara, cooking method NS New Zealand 2000",77,"1899 Sweet potato, kumara, cooking method NS New Zealand 2000 77±12 15 Normal, 9 50 NS Glucose, 2h Standard Venous, plasma Enzymatic 27"
127,"10 mm wedges, fried in pre-heated vegetable oil Jamaica 2008",76,"10 mm wedges, fried in pre-heated vegetable oil Jamaica 2008 76±4 15 Normal, 10 50 173 Glucose, 2h Standard Capillary,"
127,"cut into 10 mm wedges, fried in pre-heated vegetable oil Jamaica 2008",73,"cut into 10 mm wedges, fried in pre-heated vegetable oil Jamaica 2008 73±3 15 Normal, 10 50 162 Glucose, 2h Standard Capillary,"
127,"into 10 mm wedges, fried in pre -heated vegetable oil Jamaica 2008",77,"into 10 mm wedges, fried in pre -heated vegetable oil Jamaica 2008 77±4 15 Normal, 10 50 182 Glucose, 2h Standard Capillary,"
127,Jamaica 2008,75,"Jamaica 2008 75±3 15 Normal, 10 50 186 Glucose, 2h Standard Capillary,"
127,"into 10 mm wedges, fried in pre -heated vegetable oil Jamaica 2008",69,"into 10 mm wedges, fried in pre -heated vegetable oil Jamaica 2008 69±3 14 Normal, 10 50 162 Glucose, 2h Standard Capillary,"
127,"into 10 mm wedges, fried in pre -heated vegetable oil Jamaica 2008",63,"into 10 mm wedges, fried in pre -heated vegetable oil Jamaica 2008 63±2 13 Normal, 10 50 172 Glucose, 2h Standard Capillary,"
127,"into 10 mm wedges, fried in pre -heated vegetable oil Jamaica 2008",68,"into 10 mm wedges, fried in pre -heated vegetable oil Jamaica 2008 68±3 14 Normal, 10 50 157 Glucose, 2h Standard Capillary,"
127,Jamaica 2008,70,"Jamaica 2008 70±6 14 Normal, 10 50 183 Glucose, 2h Standard Capillary,"
128,"into 10 mm wedges, fried in pre -heated vegetable oil Jamaica 2008",67,"into 10 mm wedges, fried in pre -heated vegetable oil Jamaica 2008 67±4 13 Normal, 10 50 173 Glucose, 2h Standard Capillary,"
128,Jamaica 2008,72,"Jamaica 2008 72±4 14 Normal, 10 50 171 Glucose, 2h Standard Capillary,"
128,vegetable oil Jamaica 2005,76,"vegetable oil Jamaica 2005 76±7 15 Normal, 10 50 167.8 Glucose, 2h Standard Capillary,"
128,Fried sweet potato (mean),71,"Fried sweet potato, mean of 11 studies 71"
128,on pre-heated charcoal for 45 min Jamaica 2008,86,"on pre-heated charcoal for 45 min Jamaica 2008 86±4 17 Normal, 10 50 173 Glucose, 2h Standard Capillary,"
128,roasted on pre-heated charcoal for 45 min Jamaica 2008,81,"roasted on pre-heated charcoal for 45 min Jamaica 2008 81±4 16 Normal, 10 50 162 Glucose, 2h Standard Capillary,"
128,roasted on pre-heated charcoal for 45 min Jamaica 2008,93,"roasted on pre-heated charcoal for 45 min Jamaica 2008 93±2 19 Normal, 10 50 182 Glucose, 2h Standard Capillary,"
128,"on, roasted on pre-heated charcoal for 45 min Jamaica 2008",90,"on, roasted on pre-heated charcoal for 45 min Jamaica 2008 90±3 18 Normal, 10 50 186 Glucose, 2h Standard Capillary,"
128,roasted on pre-heated charcoal for 45 min Jamaica 2008,79,"roasted on pre-heated charcoal for 45 min Jamaica 2008 79±4 16 Normal, 10 50 162 Glucose, 2h Standard Capillary,"
128,roasted on pre-heated charcoal for 45 min Jamaica 2008,85,"roasted on pre-heated charcoal for 45 min Jamaica 2008 85±4 17 Normal, 10 50 172 Glucose, 2h Standard Capillary,"
128,roasted on pre-heated charcoal for 45 min Jamaica 2008,89,"roasted on pre-heated charcoal for 45 min Jamaica 2008 89±3 18 Normal, 10 50 157 Glucose, 2h Standard Capillary,"
128,"skin on, roasted on pre-heated charcoal for 45 min Jamaica 2008",91,"skin on, roasted on pre-heated charcoal for 45 min Jamaica 2008 91±2 18 Normal, 10 50 183 Glucose, 2h Standard Capillary,"
128,roasted on pre-heated charcoal for 45 min Jamaica 2008,87,"roasted on pre-heated charcoal for 45 min Jamaica 2008 87±2 17 Normal, 10 50 173 Glucose, 2h Standard Capillary,"
128,"on, roasted on pre-heated charcoal for 45 min Jamaica 2008",85,"on, roasted on pre-heated charcoal for 45 min Jamaica 2008 85±2 17 Normal, 10 50 171 Glucose, 2h Standard Capillary,"
128,preheated charcoal Jamaica 2005,82,"preheated charcoal Jamaica 2005 82±5 16 Normal, 10 50 167.8 Glucose, 2h Standard Capillary,"
128,Roasted sweet potato (mean),86,"Roasted sweet potato, mean of 11 studies 86"
128,"at 210oC for 18 min (Simplot Australia Pty Ltd, Australia) Australia 2012",51,"at 210oC for 18 min (Simplot Australia Pty Ltd, Australia) Australia 2012 51±4 10 Normal, 10 50 233.6 Glucose, 2h Standard Capillary,"
129,"1923 Dasheen (Taro), peeled, cubed, boiled 30 min Jamaica 2005",72,"1923 Dasheen (Taro), peeled, cubed, boiled 30 min Jamaica 2005 72±5 14 Normal, 10 50 279.3 Glucose, 2h Standard Capillary,"
129,min Canada 2003,77,"min Canada 2003 77±10 15 Normal, 10 50 131 Bread, 2h Standard Capillary,"
129,"1925 Coco yam (Xanthosoma spp.), peeled, cubed, boiled 30 min Jamaica 2005",61,"1925 Coco yam (Xanthosoma spp.), peeled, cubed, boiled 30 min Jamaica 2005 61±5 12 Normal, 10 50 482.6 Glucose, 2h Standard Capillary,"
129,min Jamaica 2005,74,"min Jamaica 2005 74±7 15 Normal, 10 50 274.4 Glucose, 2h Standard Capillary,"
129,preheated charcoal Jamaica 2005,77,"preheated charcoal Jamaica 2005 77±5 15 Normal, 10 50 198.2 Glucose, 2h Standard Capillary,"
129,min Jamaica 2005,73,"min Jamaica 2005 73±4 15 Normal, 10 50 235.1 Glucose, 2h Standard Capillary,"
129,preheated charcoal Jamaica 2005,73,"preheated charcoal Jamaica 2005 73±6 15 Normal, 10 50 194.3 Glucose, 2h Standard Capillary,"
129,"cubed, boiled 30 min Jamaica 2005",68,"cubed, boiled 30 min Jamaica 2005 68±3 14 Normal, 10 50 223.0 Glucose, 2h Standard Capillary,"
129,roasted on preheated charcoal Jamaica 2005,80,"roasted on preheated charcoal Jamaica 2005 80±7 16 Normal, 10 50 186.4 Glucose, 2h Standard Capillary,"
129,"1932 Sweet yam (Dioscorea alata), peeled, cubed, boiled 30 min Jamaica 2005",79,"1932 Sweet yam (Dioscorea alata), peeled, cubed, boiled 30 min Jamaica 2005 79±4 16 Normal, 10 50 298.0 Glucose, 2h Standard Capillary,"
129,charcoal Jamaica 2005,82,"charcoal Jamaica 2005 82±7 16 Normal, 10 50 192.5 Glucose, 2h Standard Capillary,"
129,"1934 White yam (Dioscorea alata), peeled, cubed, boiled 30 min Jamaica 2005",75,"1934 White yam (Dioscorea alata), peeled, cubed, boiled 30 min Jamaica 2005 75±6 15 Normal, 10 50 239.0 Glucose, 2h Standard Capillary,"
129,charcoal Jamaica 2005,80,"charcoal Jamaica 2005 80±6 16 Normal, 10 50 214.1 Glucose, 2h Standard Capillary,"
129,"refrigerated, reheated for 1 min Canada 2003",62,"refrigerated, reheated for 1 min Canada 2003 62±6 12 Normal, 10 50 300 Bread, 2h Standard Capillary,"
129,"peeled, cut into 5 cm cubes, steamed by rice cooker 22 Taiwan 2010*",37,"peeled, cut into 5 cm cubes, steamed by rice cooker 22 Taiwan 2010* 37±0.2 7 Normal, 10 50 70 Bread, 2h Standard Capillary,"
129,"25 mm chunks, boiled for 20 min, simmered for 10 min Jamaica 2008*",68,"25 mm chunks, boiled for 20 min, simmered for 10 min Jamaica 2008* 68±3 14 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
130,"boiled for 20 min, simmered for 10 min Jamaica 2008*",75,"boiled for 20 min, simmered for 10 min Jamaica 2008* 75±6 15 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
130,"chunks, boiled for 20 min, simmered for 10 min Jamaica 2008*",97,"chunks, boiled for 20 min, simmered for 10 min Jamaica 2008* 97±10 19 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
130,"chunks, boiled for 20 min, simmered for 10 min Jamaica 2008*",74,"chunks, boiled for 20 min, simmered for 10 min Jamaica 2008* 74±7 15 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
130,Yam (mean),68,"Yam, mean of 21 studies 68"
130,"1942 Yam, cooked, NS China 2005",54,"1942 Yam, cooked, NS China 2005 54±2 11 Normal, 10 50 NS Glucose, 2h Standard Venous, NS NS 12"
130,"1943 Yam, peeled, boiled New Zealand 2000",35,"1943 Yam, peeled, boiled New Zealand 2000 35±5 7 Normal, 14 50 NS Glucose, 2h Standard Venous, plasma Enzymatic 27"
130,"1944 Yam, steamed China 2005",51,"1944 Yam, steamed China 2005 51±4 10 Normal, 10 50 NS Glucose, 2h Standard Venous, NS NS 12"
130,"Foods, New Zealand) 13 New Zealand 2011*",35,"Foods, New Zealand) 13 New Zealand 2011* 35±3 4 Normal, 30 25 NS Glucose, 2h Standard Capillary,"
130,"1946 Tomato and vegetable pasta sauce, commercially -prepared France 2007",23,"1946 Tomato and vegetable pasta sauce, commercially -prepared France 2007 23±3 2 Normal, 10 50 595.2 Glucose, 2h Standard Capillary,"
130,"ripeness aag6), salted and fried in vegetable oil Côte d’Ivoire 2017*",39,"ripeness aag6), salted and fried in vegetable oil Côte d’Ivoire 2017* 39±0.3 14 Normal, 28 50 99.0 Glucose, 2h Standard Capillary,"
130,"spots stage of ripeness aag7), salted and fried in vegetable oil Côte d’Ivoire 2",39,"spots stage of ripeness aag7), salted and fried in vegetable oil Côte d’Ivoire 2017* 39±1 14 Normal, 28 50 97.0 Glucose, 2h Standard Capillary,"
130,"Afoto), roasted on heated charcoal Côte d’Ivoire 2017*",88,"Afoto), roasted on heated charcoal Côte d’Ivoire 2017* 88±2 31 Normal, 28 50 122.9 Glucose, 2h Standard Capillary,"
130,Côte d’Ivoire 2017*,44,"Côte d’Ivoire 2017* 44±0.3 15 Normal, 28 50 101.8 Glucose, 2h Standard Capillary,"
130,"1951 Meat and okra soup, with fermented cassava dough Nigeria 2015*",75,"1951 Meat and okra soup, with fermented cassava dough Nigeria 2015* 75±0.5 26 Normal,"
130,"1952 Meat, beans and corn pottage with spinach Nigeria 2015*",33,"1952 Meat, beans and corn pottage with spinach Nigeria 2015* 33±0.1 12 Normal,"
130,1953 Pap and Bambara nut pudding Nigeria 2015*,40,"1953 Pap and Bambara nut pudding Nigeria 2015* 40±0.3 14 Normal,"
131,India 2019*,71,"India 2019* 71±5 25 Normal, 15 50 63.3 Glucose, 2h Standard Capillary,"
131,"flour, cooked for 15 min India 2019*",75,"flour, cooked for 15 min India 2019* 75±7 26 Normal, 15 50 69.4 Glucose, 2h Standard Capillary,"
131,1956 Arabic bread (baked bread) UAE 2017*,67,"1956 Arabic bread (baked bread) UAE 2017* 67±5 23 Normal, 25 50 78.8 Glucose, 2h Standard Capillary,"
131,1957 Arseyah (Basmati rice with chicken) UAE 2017*,72,"1957 Arseyah (Basmati rice with chicken) UAE 2017* 72±4 25 Normal, 15 50 507.6 Glucose, 2h Standard Capillary,"
131,1958 Balalet (Sweet vermicelli) UAE 2017*,63,"1958 Balalet (Sweet vermicelli) UAE 2017* 63±5 22 Normal, 15 50 179.1 Glucose, 2h Standard Capillary,"
131,1959 Batheetha (Khalas date paste) UAE 2017*,59,"1959 Batheetha (Khalas date paste) UAE 2017* 59±4 21 Normal, 20 50 130.9 Glucose, 2h Standard Capillary,"
131,"1960 Biryani, chicken (Basmati rice with chicken) UAE 2017*",52,"1960 Biryani, chicken (Basmati rice with chicken) UAE 2017* 52±4 18 Normal, 15 50 253.9 Glucose, 2h Standard Capillary,"
131,"served with Omani coffee (130 mL, 225 mg caffeine) Oman 2020*",64,"served with Omani coffee (130 mL, 225 mg caffeine) Oman 2020* 64±5 22 Normal, 12 50 NS Glucose, 2h Standard Capillary,"
131,served with water Oman 2020*,67,"served with water Oman 2020* 67±5 23 Normal, 12 50 NS Glucose, 2h Standard Capillary,"
131,1963 Chami (cottage cheese) UAE 2017*,60,"1963 Chami (cottage cheese) UAE 2017* 60±9 21 Normal, 16 25 472.2 Glucose, 2h Standard Capillary,"
131,1964 Chebab bread (Emirati pancake) UAE 2017*,54,"1964 Chebab bread (Emirati pancake) UAE 2017* 54±8 19 Normal, 15 50 109.1 Glucose, 2h Standard Capillary,"
131,Oman 2020*,65,"Oman 2020* 65±4 23 Normal, 12 50 NS Glucose, 2h Standard Capillary,"
131,full-fat plain yoghurt (125 g) UAE 2002,37,"full-fat plain yoghurt (125 g) UAE 2002 37±5 13 Normal, 9 50 216.1 Glucose, 2h NS Capillary,"
